Id,Survived,Name,Age,Sex,Ticket,Fare
745,True,"Stranden, Mr. Juho",31.0,male,STON/O 2. 3101288,7.925
746,False,"Crosby, Capt. Edward Gifford",70.0,male,WE/P 5735,71.0
747,False,"Abbott, Mr. Rossmore Edward",16.0,male,C.A. 2673,20.25
748,True,"Sinkkonen, Miss. Anna",30.0,female,250648,13.0
749,False,"Marvin, Mr. Daniel Warner",19.0,male,113773,53.1
750,False,"Connaghton, Mr. Michael",31.0,male,335097,7.75
751,True,"Wells, Miss. Joan",4.0,female,29103,23.0
752,True,"Moor, Master. Meier",6.0,male,392096,12.475
753,False,"Vande Velde, Mr. Johannes Joseph",33.0,male,345780,9.5
754,False,"Jonkoff, Mr. Lalio",23.0,male,349204,7.8958
755,True,"Herman, Mrs. Samuel (Jane Laver)",48.0,female,220845,65.0
756,True,"Hamalainen, Master. Viljo",0.67,male,250649,14.5
757,False,"Carlsson, Mr. August Sigfrid",28.0,male,350042,7.7958
758,False,"Bailey, Mr. Percy Andrew",18.0,male,29108,11.5
759,False,"Theobald, Mr. Thomas Leonard",34.0,male,363294,8.05
760,True,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33.0,female,110152,86.5
761,False,"Garfirth, Mr. John",N/A,male,358585,14.5
762,False,"Nirva, Mr. Iisakki Antino Aijo",41.0,male,SOTON/O2 3101272,7.125
763,True,"Barah, Mr. Hanna Assi",20.0,male,2663,7.2292
764,True,"Carter, Mrs. William Ernest (Lucile Polk)",36.0,female,113760,120.0
765,False,"Eklund, Mr. Hans Linus",16.0,male,347074,7.775
766,True,"Hogeboom, Mrs. John C (Anna Andrews)",51.0,female,13502,77.9583
767,False,"Brewe, Dr. Arthur Jackson",N/A,male,112379,39.6
768,False,"Mangan, Miss. Mary",30.5,female,364850,7.75
769,False,"Moran, Mr. Daniel J",N/A,male,371110,24.15
770,False,"Gronnestad, Mr. Daniel Danielsen",32.0,male,8471,8.3625
771,False,"Lievens, Mr. Rene Aime",24.0,male,345781,9.5
772,False,"Jensen, Mr. Niels Peder",48.0,male,350047,7.8542
773,False,"Mack, Mrs. (Mary)",57.0,female,S.O./P.P. 3,10.5
774,False,"Elias, Mr. Dibo",N/A,male,2674,7.225
775,True,"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0,female,29105,23.0
776,False,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,male,347078,7.75
777,False,"Tobin, Mr. Roger",N/A,male,383121,7.75
778,True,"Emanuel, Miss. Virginia Ethel",5.0,female,364516,12.475
779,False,"Kilgannon, Mr. Thomas J",N/A,male,36865,7.7375
780,True,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0,female,24160,211.3375
781,True,"Ayoub, Miss. Banoura",13.0,female,2687,7.2292
782,True,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,female,17474,57.0
783,False,"Long, Mr. Milton Clyde",29.0,male,113501,30.0
784,False,"Johnston, Mr. Andrew G",N/A,male,W./C. 6607,23.45
785,False,"Ali, Mr. William",25.0,male,SOTON/O.Q. 3101312,7.05
786,False,"Harmer, Mr. Abraham (David Lishin)",25.0,male,374887,7.25
787,True,"Sjoblom, Miss. Anna Sofia",18.0,female,3101265,7.4958
788,False,"Rice, Master. George Hugh",8.0,male,382652,29.125
789,True,"Dean, Master. Bertram Vere",1.0,male,C.A. 2315,20.575
790,False,"Guggenheim, Mr. Benjamin",46.0,male,PC 17593,79.2
791,False,"Keane, Mr. Andrew ""Andy""",N/A,male,12460,7.75
792,False,"Gaskell, Mr. Alfred",16.0,male,239865,26.0
793,False,"Sage, Miss. Stella Anna",N/A,female,CA. 2343,69.55
794,False,"Hoyt, Mr. William Fisher",N/A,male,PC 17600,30.6958
795,False,"Dantcheff, Mr. Ristiu",25.0,male,349203,7.8958
796,False,"Otter, Mr. Richard",39.0,male,28213,13.0
797,True,"Leader, Dr. Alice (Farnham)",49.0,female,17465,25.9292
798,True,"Osman, Mrs. Mara",31.0,female,349244,8.6833
799,False,"Ibrahim Shawah, Mr. Yousseff",30.0,male,2685,7.2292
800,False,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,female,345773,24.15
801,False,"Ponesell, Mr. Martin",34.0,male,250647,13.0
802,True,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,female,C.A. 31921,26.25
803,True,"Carter, Master. William Thornton II",11.0,male,113760,120.0
804,True,"Thomas, Master. Assad Alexander",0.42,male,2625,8.5167
805,True,"Hedman, Mr. Oskar Arvid",27.0,male,347089,6.975
806,False,"Johansson, Mr. Karl Johan",31.0,male,347063,7.775
807,False,"Andrews, Mr. Thomas Jr",39.0,male,112050,0.0
808,False,"Pettersson, Miss. Ellen Natalia",18.0,female,347087,7.775
809,False,"Meyer, Mr. August",39.0,male,248723,13.0
810,True,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,female,113806,53.1
811,False,"Alexander, Mr. William",26.0,male,3474,7.8875
812,False,"Lester, Mr. James",39.0,male,A/4 48871,24.15
813,False,"Slemen, Mr. Richard James",35.0,male,28206,10.5
814,False,"Andersson, Miss. Ebba Iris Alfrida",6.0,female,347082,31.275
815,False,"Tomlin, Mr. Ernest Portage",30.5,male,364499,8.05
816,False,"Fry, Mr. Richard",N/A,male,112058,0.0
817,False,"Heininen, Miss. Wendla Maria",23.0,female,STON/O2. 3101290,7.925
818,False,"Mallet, Mr. Albert",31.0,male,S.C./PARIS 2079,37.0042
819,False,"Holm, Mr. John Fredrik Alexander",43.0,male,C 7075,6.45
820,False,"Skoog, Master. Karl Thorsten",10.0,male,347088,27.9
821,True,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,female,12749,93.5
822,True,"Lulic, Mr. Nikola",27.0,male,315098,8.6625
823,False,"Reuchlin, Jonkheer. John George",38.0,male,19972,0.0
824,True,"Moor, Mrs. (Beila)",27.0,female,392096,12.475
825,False,"Panula, Master. Urho Abraham",2.0,male,3101295,39.6875
826,False,"Flynn, Mr. John",N/A,male,368323,6.95
827,False,"Lam, Mr. Len",N/A,male,1601,56.4958
828,True,"Mallet, Master. Andre",1.0,male,S.C./PARIS 2079,37.0042
829,True,"McCormack, Mr. Thomas Joseph",N/A,male,367228,7.75
830,True,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,female,113572,80.0
831,True,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,female,2659,14.4542
832,True,"Richards, Master. George Sibley",0.83,male,29106,18.75
833,False,"Saad, Mr. Amin",N/A,male,2671,7.2292
834,False,"Augustsson, Mr. Albert",23.0,male,347468,7.8542
835,False,"Allum, Mr. Owen George",18.0,male,2223,8.3
836,True,"Compton, Miss. Sara Rebecca",39.0,female,PC 17756,83.1583
837,False,"Pasic, Mr. Jakob",21.0,male,315097,8.6625
838,False,"Sirota, Mr. Maurice",N/A,male,392092,8.05
839,True,"Chip, Mr. Chang",32.0,male,1601,56.4958
840,True,"Marechal, Mr. Pierre",N/A,male,11774,29.7
841,False,"Alhomaki, Mr. Ilmari Rudolf",20.0,male,SOTON/O2 3101287,7.925
842,False,"Mudd, Mr. Thomas Charles",16.0,male,S.O./P.P. 3,10.5
843,True,"Serepeca, Miss. Augusta",30.0,female,113798,31.0
844,False,"Lemberopolous, Mr. Peter L",34.5,male,2683,6.4375
845,False,"Culumovic, Mr. Jeso",17.0,male,315090,8.6625
846,False,"Abbing, Mr. Anthony",42.0,male,C.A. 5547,7.55
847,False,"Sage, Mr. Douglas Bullen",N/A,male,CA. 2343,69.55
848,False,"Markoff, Mr. Marin",35.0,male,349213,7.8958
849,False,"Harper, Rev. John",28.0,male,248727,33.0
850,True,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",N/A,female,17453,89.1042
851,False,"Andersson, Master. Sigvard Harald Elias",4.0,male,347082,31.275
852,False,"Svensson, Mr. Johan",74.0,male,347060,7.775
853,False,"Boulos, Miss. Nourelain",9.0,female,2678,15.2458
854,True,"Lines, Miss. Mary Conover",16.0,female,PC 17592,39.4
855,False,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,female,244252,26.0
856,True,"Aks, Mrs. Sam (Leah Rosen)",18.0,female,392091,9.35
857,True,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,female,36928,164.8667
858,True,"Daly, Mr. Peter Denis ",51.0,male,113055,26.55
859,True,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,female,2666,19.2583
860,False,"Razi, Mr. Raihed",N/A,male,2629,7.2292
861,False,"Hansen, Mr. Claus Peter",41.0,male,350026,14.1083
862,False,"Giles, Mr. Frederick Edward",21.0,male,28134,11.5
863,True,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,female,17466,25.9292
864,False,"Sage, Miss. Dorothy Edith ""Dolly""",N/A,female,CA. 2343,69.55
865,False,"Gill, Mr. John William",24.0,male,233866,13.0
866,True,"Bystrom, Mrs. (Karolina)",42.0,female,236852,13.0
867,True,"Duran y More, Miss. Asuncion",27.0,female,SC/PARIS 2149,13.8583
868,False,"Roebling, Mr. Washington Augustus II",31.0,male,PC 17590,50.4958
869,False,"van Melkebeke, Mr. Philemon",N/A,male,345777,9.5
870,True,"Johnson, Master. Harold Theodor",4.0,male,347742,11.1333
871,False,"Balkic, Mr. Cerin",26.0,male,349248,7.8958
872,True,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0,female,11751,52.5542
873,False,"Carlsson, Mr. Frans Olof",33.0,male,695,5.0
874,False,"Vander Cruyssen, Mr. Victor",47.0,male,345765,9.0
875,True,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,female,P/PP 3381,24.0
876,True,"Najib, Miss. Adele Kiamie ""Jane""",15.0,female,2667,7.225
877,False,"Gustafsson, Mr. Alfred Ossian",20.0,male,7534,9.8458
878,False,"Petroff, Mr. Nedelio",19.0,male,349212,7.8958
879,False,"Laleff, Mr. Kristo",N/A,male,349217,7.8958
880,True,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0,female,11767,83.1583
881,True,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,female,230433,26.0
882,False,"Markun, Mr. Johann",33.0,male,349257,7.8958
883,False,"Dahlberg, Miss. Gerda Ulrika",22.0,female,7552,10.5167
884,False,"Banfield, Mr. Frederick James",28.0,male,C.A./SOTON 34068,10.5
885,False,"Sutehall, Mr. Henry Jr",25.0,male,SOTON/OQ 392076,7.05
886,False,"Rice, Mrs. William (Margaret Norton)",39.0,female,382652,29.125
887,False,"Montvila, Rev. Juozas",27.0,male,211536,13.0
888,True,"Graham, Miss. Margaret Edith",19.0,female,112053,30.0
889,False,"Johnston, Miss. Catherine Helen ""Carrie""",N/A,female,W./C. 6607,23.45
890,True,"Behr, Mr. Karl Howell",26.0,male,111369,30.0
891,False,"Dooley, Mr. Patrick",32.0,male,370376,7.75
